X,Y,CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID
400541.5,139301.399999999,24009428,2024/01/19 23:25:33+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,2300 - 2499 BLOCK OF WASHINGTON PLACE NE,400541.5,139301.4,5,5C,5,505,Cluster 22,009102 4,009102,Precinct 72,38.9215847053,-76.9937555941,,2024/01/19 22:06:00+00,2024/01/19 23:10:00+00,618324698,
399009.609999999,133657.940000001,24000405,2024/01/01 22:51:06+00,EVENING,OTHERS,THEFT F/AUTO,50 - 99 BLOCK OF Q STREET SW,399009.61,133657.94,6,6D,1,105,Cluster 9,006400 2,006400,Precinct 127,38.8707459706,-77.0114127266,,2023/12/31 08:00:00+00,2024/01/01 16:15:00+00,618324713,
403976.7456,133533.3378,24058751,2024/04/19 22:10:01+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,3500 - 3599 BLOCK OF HIGHWOOD DRIVE SE,403976.745569643,133533.33778535,7,7B,6,605,Cluster 34,009901 2,009901,Precinct 109,38.8696150695,-76.9541748274,,2024/04/19 21:11:00+00,2024/04/19 22:10:00+00,618324721,
403363.32,135904.280000001,24141196,2024/09/13 17:36:39+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1 - 199 BLOCK OF ANACOSTIA AVENUE NE,403363.32,135904.28,7,7D,6,603,Cluster 32,009604 1,009604,Precinct 101,38.8909759989,-76.9612319016,,2024/09/12 23:45:00+00,2024/09/13 11:30:00+00,618324722,
401553.079999998,138614.52,24138402,2024/09/08 06:40:10+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1429 - 1599 BLOCK OF OKIE STREET NE,401553.08,138614.52,5,5D,5,506,Cluster 23,008803 1,008803,Precinct 76,38.9153958594,-76.9820919291,,2024/09/08 06:08:00+00,2024/09/08 06:30:00+00,618324724,
399346.25,143138.210000001,24142974,2024/09/16 16:30:59+00,DAY,OTHERS,THEFT F/AUTO,5315 - 5499 BLOCK OF BLAIR ROAD NE,399346.25,143138.21,4,4B,4,406,Cluster 17,009505 3,009505,Precinct 65,38.9561477396,-77.0075424928,,2024/09/15 23:00:00+00,2024/09/16 13:00:00+00,618324725,
400331.539999999,140169.949999999,24048482,2024/04/01 11:00:35+00,MIDNIGHT,OTHERS,THEFT F/AUTO,7TH STREET NE AND JACKSON STREET NE,400331.53999826,140169.95001551,5,5F,5,502,Cluster 21,009201 2,009201,Precinct 74,38.9294089829,-76.9961763666,,2024/03/31 22:00:00+00,2024/04/01 10:15:00+00,618324733,
398809.619999997,134827.670000002,24081557,2024/05/30 18:06:09+00,DAY,OTHERS,THEFT/OTHER,1 - 299 BLOCK OF G STREET SW,398809.62,134827.67,6,6D,1,103,Cluster 9,010500 3,010500,Precinct 128,38.881283114,-77.0137193306,SOUTHWEST,2024/05/30 04:00:00+00,2024/05/30 05:00:00+00,618324734,
400922.670000002,139857.469999999,24081727,2024/05/30 19:19:44+00,EVENING,OTHERS,THEFT F/AUTO,1200 - 1299 BLOCK OF GIRARD STREET NE,400922.67,139857.47,5,5B,5,504,Cluster 22,009302 1,009302,Precinct 73,38.9265936435,-76.9893593154,,2024/05/30 16:00:00+00,2024/05/30 18:00:00+00,618324735,
399287.047600001,134191.0799,24107266,2024/07/13 17:25:19+00,DAY,OTHERS,SEX ABUSE,1200 - 1299 BLOCK OF VAN STREET SE,399287.047645291,134191.07986596,8,8F,1,106,Cluster 27,007201 1,007201,Precinct 131,38.8755489769,-77.008216236,CAPITOL RIVERFRONT,2024/07/13 14:18:00+00,2024/07/13 14:30:00+00,618324736,
398028.689999998,140906.300000001,24009241,2024/01/19 15:03:35+00,DAY,OTHERS,MOTOR VEHICLE THEFT,700 - 799 BLOCK OF QUEBEC PLACE NW,398028.69,140906.3,1,1E,4,409,Cluster 2,003200 1,003200,Precinct 43,38.9360400986,-77.0227371295,,2024/01/18 18:00:00+00,2024/01/19 13:27:00+00,618324737,
406367.579999998,135771.390000001,24018758,2024/02/06 14:06:41+00,DAY,OTHERS,THEFT F/AUTO,5200 - 5299 BLOCK OF EAST CAPITOL STREET,406367.58,135771.39,7,7C,6,608,Cluster 33,007808 1,007808,Precinct 96,38.8897622502,-76.9266038355,,2024/02/06 13:11:00+00,,618324738,
399945.659999996,142798.739999998,24020833,2024/02/10 04:11:17+00,MIDNIGHT,OTHERS,THEFT/OTHER,300 - 399 BLOCK OF HAMILTON STREET NE,399945.66,142798.74,5,5A,4,406,Cluster 19,009508 3,009508,Precinct 66,38.953089945,-77.0006269086,,2024/01/26 22:47:00+00,2024/02/09 23:49:00+00,618324739,
398746.600000001,137184.800000001,24023690,2024/02/15 11:43:17+00,MIDNIGHT,KNIFE,ASSAULT W/DANGEROUS WEAPON,200 - 299 BLOCK OF K STREET NW,398746.6,137184.8,6,6E,1,101,Cluster 8,004702 2,004702,Precinct 1,38.9025169286,-77.0144499468,MOUNT VERNON TRIANGLE CID,2024/02/15 11:18:00+00,2024/02/15 11:20:00+00,618324740,
398273.920000002,137449.760000002,24026000,2024/02/19 19:16:03+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1100 - 1199 BLOCK OF 6TH STREET NW,398273.92,137449.76,2,2G,3,308,Cluster 8,004802 2,004802,Precinct 18,38.9049029805,-77.019899951,,2024/02/14 23:00:00+00,2024/02/19 19:00:00+00,618324744,
399878.210000001,137742.289999999,24119459,2024/08/04 20:39:24+00,EVENING,OTHERS,BURGLARY,300 - 385 BLOCK OF FLORIDA AVENUE NE,399878.21,137742.29,5,5D,5,501,Cluster 23,008803 2,008803,Precinct 76,38.907539879,-77.001404167,,2024/08/04 18:46:00+00,2024/08/04 20:40:00+00,618324747,
395499.25,139592.960000001,24120519,2024/08/06 20:20:10+00,EVENING,OTHERS,THEFT/OTHER,2600 - 2649 BLOCK OF CONNECTICUT AVENUE NW,395499.25,139592.96,3,3C,2,204,Cluster 15,000501 1,000501,Precinct 136,38.9241998122,-77.0519031245,,2024/08/06 16:53:00+00,2024/08/06 16:53:00+00,618324753,
395007.450000003,137489.199999999,24066891,2024/05/04 18:41:40+00,DAY,OTHERS,THEFT/OTHER,2800 - 2899 BLOCK OF M STREET NW,395007.45,137489.2,2,2E,2,206,Cluster 4,000102 3,000102,Precinct 5,38.9052457859,-77.0575593157,GEORGETOWN,2024/05/04 15:32:00+00,2024/05/04 18:30:00+00,618324754,
396324.270000003,139443.469999999,24148931,2024/09/26 13:17:27+00,DAY,OTHERS,BURGLARY,1781 - 1799 BLOCK OF COLUMBIA ROAD NW,396324.27,139443.47,1,1C,3,303,Cluster 1,003901 2,003901,Precinct 35,38.9228569969,-77.0423881078,ADAMS MORGAN,2024/09/26 10:30:00+00,2024/09/26 10:33:00+00,618324755,
399878.210000001,137742.289999999,24150895,2024/09/29 18:42:29+00,DAY,OTHERS,THEFT F/AUTO,300 - 385 BLOCK OF FLORIDA AVENUE NE,399878.21,137742.29,5,5D,5,501,Cluster 23,008803 2,008803,Precinct 76,38.907539879,-77.001404167,,2024/09/29 17:41:00+00,2024/09/29 18:40:00+00,618324756,
402086.044399999,133587.354899999,24083844,2024/06/03 16:27:15+00,DAY,OTHERS,THEFT F/AUTO,1600 - 1699 BLOCK OF 21ST PLACE SE,402086.044447889,133587.3549374,8,8A,6,607,Cluster 34,007601 3,007601,Precinct 133,38.8701081953,-76.9759617499,,2024/06/03 00:15:00+00,2024/06/03 12:25:00+00,618324757,
398358.119999997,137118.77,24089517,2024/06/13 01:21:43+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,901 - 999 BLOCK OF 5TH STREET NW,398358.12,137118.77,6,6E,1,101,Cluster 8,004702 4,004702,Precinct 1,38.9019214672,-77.0189284192,MOUNT VERNON TRIANGLE CID,2024/06/12 10:00:00+00,2024/06/12 19:00:00+00,618324758,
400088.384900004,134826.524900001,24422231,2024/06/21 07:21:35+00,MIDNIGHT,OTHERS,THEFT/OTHER,500 - 599 BLOCK OF G STREET SE,400088.384894035,134826.52489055,6,6B,1,106,Cluster 26,007000 1,007000,Precinct 90,38.8812735997,-76.9989813493,,2024/06/09 18:30:00+00,2024/06/10 19:00:00+00,618324760,
393518.68,143962.039999999,24086653,2024/06/08 01:13:16+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,5500 - 5530 BLOCK OF CONNECTICUT AVENUE NW,393518.68,143962.04,3,3/4G,2,201,Cluster 10,001100 1,001100,Precinct 32,38.9635453402,-77.0747845341,,2024/06/07 23:11:00+00,2024/06/08 00:40:00+00,618324764,
402359.229400001,133919.489500001,24018243,2024/02/05 18:39:38+00,DAY,GUN,ROBBERY,2300 - 2399 BLOCK OF NICHOLSON STREET SE,402359.229408142,133919.489465708,8,8A,6,607,Cluster 34,007601 1,007601,Precinct 133,38.8730995065,-76.9728126005,,2024/02/05 15:55:00+00,2024/02/05 16:30:00+00,618324767,
398413.280000001,137185.23,24082441,2024/05/31 21:59:31+00,EVENING,OTHERS,THEFT/OTHER,444 - 499 BLOCK OF K STREET NW,398413.28,137185.23,6,6E,1,101,Cluster 8,004702 4,004702,Precinct 1,38.9025202637,-77.0182926605,MOUNT VERNON TRIANGLE CID,2024/05/31 21:09:00+00,2024/05/31 21:50:00+00,618324788,
400246.539999999,139229.039999999,24105420,2024/07/10 05:19:04+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,500 - 799 BLOCK OF RHODE ISLAND AVENUE NE,400246.54,139229.04,5,5F,5,502,Cluster 21,009204 2,009204,Precinct 74,38.9209329952,-76.9971570051,,2024/07/10 03:40:00+00,2024/07/10 04:48:00+00,618324790,
397430.659999996,136664.370000001,24423670,2024/10/11 14:21:49+00,DAY,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF 13TH STREET NW,397430.66,136664.37,2,2C,2,209,Cluster 8,005802 1,005802,Precinct 129,38.8978258475,-77.0296189448,DOWNTOWN,2024/08/23 20:04:00+00,2024/08/23 20:19:00+00,618324804,
404167.170000002,135943.899999999,24121611,2024/08/08 20:24:03+00,EVENING,OTHERS,THEFT/OTHER,3700 - 3761 BLOCK OF MINNESOTA AVENUE NE,404167.17,135943.9,7,7F,6,603,Cluster 32,009603 3,009603,Precinct 102,38.8913294679,-76.9519658968,,2024/08/03 15:00:00+00,2024/08/08 20:00:00+00,618324806,
401445.43,137508.030000001,24122052,2024/08/09 19:39:49+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1300 - 1399 BLOCK OF QUEEN STREET NE,401445.43,137508.03,5,5D,5,506,Cluster 23,008804 1,008804,Precinct 78,38.9054284034,-76.983335536,,2024/08/09 11:20:00+00,2024/08/09 18:35:00+00,618324807,
400790.840000004,136927.600000001,24123075,2024/08/11 20:49:41+00,EVENING,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF H STREET NE,400790.84,136927.6,6,6A,1,104,Cluster 25,008402 1,008402,Precinct 82,38.9002005173,-76.9908830183,,2024/08/11 19:00:00+00,2024/08/11 19:49:00+00,618324808,
396171.049999997,137945.800000001,24124918,2024/08/15 04:57:38+00,MIDNIGHT,OTHERS,THEFT/OTHER,1 - 7 BLOCK OF DUPONT CIRCLE NW,396171.05,137945.8,2,2B,2,208,Cluster 6,005502 3,005502,Precinct 14,38.9093648355,-77.0441466713,DUPONT CIRCLE,2024/08/15 04:36:00+00,2024/08/15 04:46:00+00,618324809,
399372.689999998,133733.34,24125022,2024/08/15 13:25:08+00,DAY,OTHERS,THEFT F/AUTO,1 - 99 BLOCK OF POTOMAC AVENUE SE,399372.69,133733.34,8,8F,1,106,Cluster 27,007201 4,007201,Precinct 131,38.8714255382,-77.007228855,CAPITOL RIVERFRONT,2024/08/15 01:30:00+00,2024/08/15 12:20:00+00,618324810,
396830.43,137253.620000001,24127571,2024/08/19 22:38:21+00,EVENING,OTHERS,THEFT/OTHER,1000 - 1099 BLOCK OF 16TH STREET NW,396830.43,137253.62,2,2C,2,207,Cluster 6,010100 1,010100,Precinct 17,38.9031320626,-77.0365410195,DOWNTOWN,2024/08/19 21:48:00+00,2024/08/19 22:25:00+00,618324811,
401108.990000002,131481.460000001,24006269,2024/01/13 09:03:42+00,MIDNIGHT,GUN,ROBBERY,2711 - 2899 BLOCK OF ROBINSON PLACE SE,401108.99,131481.46,8,8C,7,704,Cluster 38,007404 3,007404,Precinct 117,38.8511391847,-76.9872241002,,2024/01/13 03:20:00+00,2024/01/13 05:35:00+00,618324817,
399352.488799997,134192.1699,24142829,2024/09/16 06:43:33+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1200 - 1299 BLOCK OF HALF STREET SE,399352.488797352,134192.169945961,8,8F,1,106,Cluster 27,007201 1,007201,Precinct 131,38.8755588474,-77.0074620773,CAPITOL RIVERFRONT,2024/09/16 04:30:00+00,2024/09/16 06:00:00+00,618324827,
397293.640000001,141316.989999998,24030268,2024/02/27 22:18:47+00,EVENING,OTHERS,THEFT F/AUTO,1300 - 1399 BLOCK OF SHEPHERD STREET NW,397293.64,141316.99,4,4C,4,404,Cluster 18,002504 1,002504,Precinct 47,38.9397377585,-77.0312168303,,2024/02/27 17:24:00+00,2024/02/27 17:26:00+00,618324828,
402183.880000003,136751.77,24030645,2024/02/28 07:35:37+00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,1920 - 2099 BLOCK OF BENNING ROAD NE,402183.88,136751.77,7,7D,5,507,Cluster 25,007903 1,007903,Precinct 80,38.8986142204,-76.974824299,,2024/02/28 05:29:00+00,2024/02/28 06:45:00+00,618324829,
396412.810000002,137579.030000001,24110187,2024/07/18 21:29:56+00,EVENING,OTHERS,THEFT/OTHER,1200 - 1219 BLOCK OF CONNECTICUT AVENUE NW,396412.81,137579.03,2,2B,2,208,Cluster 6,010700 2,010700,Precinct 17,38.9060618647,-77.0413573339,GOLDEN TRIANGLE,2024/07/18 16:30:00+00,2024/07/18 17:30:00+00,618324830,
398682.299999997,134716.489999998,24034913,2024/03/07 13:11:19+00,DAY,OTHERS,MOTOR VEHICLE THEFT,700 - 899 BLOCK OF 3RD STREET SW,398682.3,134716.49,6,6D,1,103,Cluster 9,010500 3,010500,Precinct 128,38.8802813797,-77.0151865019,SOUTHWEST,2024/03/07 10:55:00+00,2024/03/07 13:00:00+00,618324831,
398848.670000002,138551.219999999,24078473,2024/05/25 04:42:48+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,100 - 199 BLOCK OF SEATON PLACE NW,398848.67,138551.22,5,5E,3,308,Cluster 21,003302 1,003302,Precinct 19,38.91482625,-77.0132755135,,2024/05/24 22:07:00+00,2024/05/26 03:00:00+00,618324849,
397497.82,138792.809999999,24109319,2024/07/17 05:52:58+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,1200 - 1299 BLOCK OF U STREET NW,397497.82,138792.81,1,1B,3,305,Cluster 3,004401 1,004401,Precinct 22,38.9169997651,-77.0288524899,,2024/07/17 03:33:00+00,2024/07/17 04:01:00+00,618324851,
399037.719999999,128205.239999998,24092976,2024/06/18 23:42:03+00,EVENING,OTHERS,THEFT/OTHER,4660 - 4699 BLOCK OF MARTIN LUTHER KING JR AVENUE SW,399037.72,128205.24,8,8D,7,708,Cluster 39,010900 1,010900,Precinct 126,38.8216256757,-77.0110811748,,2024/05/22 04:00:00+00,2024/05/23 04:00:00+00,618324856,
402071.299999997,131148.350000001,24112991,2024/07/23 23:13:16+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1900 - 2199 BLOCK OF SAVANNAH TERRACE SE,402071.3,131148.35,8,8C,7,704,Cluster 38,007403 1,007403,Precinct 116,38.848136645,-76.9761390018,,2024/06/30 22:00:00+00,2024/07/23 22:53:00+00,618324857,
401211.600000001,138483.239999998,24138249,2024/09/08 01:22:33+00,EVENING,OTHERS,THEFT F/AUTO,1300 - 1399 BLOCK OF OKIE STREET NE,401211.6,138483.24,5,5D,5,506,Cluster 23,008803 1,008803,Precinct 76,38.9142137824,-76.9860296578,,2024/09/07 20:30:00+00,2024/09/07 23:19:00+00,618324860,
398704.670000002,136721.170000002,24081674,2024/05/30 16:34:09+00,DAY,OTHERS,THEFT F/AUTO,200 - 299 BLOCK OF G STREET NW,398704.67,136721.17,6,6E,1,101,Cluster 8,005900 2,005900,Precinct 143,38.898340323,-77.0149324667,DOWNTOWN,2024/05/30 15:30:00+00,2024/05/30 16:30:00+00,618324861,
400541.5,139301.399999999,24081964,2024/05/31 03:47:41+00,MIDNIGHT,GUN,ROBBERY,2300 - 2499 BLOCK OF WASHINGTON PLACE NE,400541.5,139301.4,5,5C,5,505,Cluster 22,009102 4,009102,Precinct 72,38.9215847053,-76.9937555941,,2024/05/31 02:38:00+00,2024/05/31 04:01:00+00,618324862,
397978.240000002,144742.670000002,24420290,2024/01/31 12:42:51+00,DAY,OTHERS,THEFT F/AUTO,6600 - 6699 BLOCK OF 7TH PLACE NW,397978.24,144742.67,4,4B,4,401,Cluster 17,001702 1,001702,Precinct 63,38.9705990335,-77.0233303293,,2024/01/07 10:10:00+00,2024/01/07 10:16:00+00,618324863,
394410.009999998,137962.199999999,24422045,2024/06/06 14:21:51+00,DAY,OTHERS,THEFT/OTHER,1501 - 1548 BLOCK OF WISCONSIN AVENUE NW,394410.01,137962.2,2,2E,2,206,Cluster 4,000202 2,000202,Precinct 6,38.9095031363,-77.0644510742,GEORGETOWN,2024/05/31 23:00:00+00,2024/06/01 01:00:00+00,618324864,
398144.659999996,138469.199999999,24017496,2024/02/04 02:06:23+00,EVENING,GUN,ROBBERY,620 - 699 BLOCK OF S STREET NW,398144.66,138469.2,2,2G,3,308,Cluster 7,004801 2,004801,Precinct 21,38.9140861821,-77.0213929419,,2024/02/03 23:30:00+00,2024/02/03 23:35:00+00,618324865,
400804.340000004,140133.789999999,24137875,2024/09/07 05:45:49+00,MIDNIGHT,GUN,ROBBERY,3100 - 3199 BLOCK OF 12TH STREET NE,400804.34,140133.79,5,5B,5,504,Cluster 22,009301 2,009301,Precinct 73,38.9290829367,-76.9907236314,,2024/09/07 03:53:00+00,,618324866,
399272.369999997,136594.949999999,24148831,2024/09/26 05:08:52+00,MIDNIGHT,OTHERS,THEFT/OTHER,1 - 99 BLOCK OF MASSACHUSETTS AVENUE NE,399272.37,136594.95,6,6C,1,102,Cluster 25,010603 1,010603,Precinct 144,38.8972039407,-77.0083879302,CAPITOL HILL,2024/09/26 02:10:00+00,2024/09/26 04:20:00+00,618324870,
397965.719999999,137709.0,24150396,2024/09/28 23:56:02+00,EVENING,OTHERS,THEFT F/AUTO,800 - 899 BLOCK OF N STREET NW,397965.72,137709,2,2G,3,307,Cluster 7,004902 1,004902,Precinct 18,38.9072376455,-77.023453952,,2024/09/28 19:23:00+00,2024/09/28 20:18:00+00,618324871,
398009.869999997,138877.289999999,24158698,2024/10/13 07:58:00+00,MIDNIGHT,OTHERS,THEFT/OTHER,8TH STREET NW AND V STREET NW,398009.87001211,138877.29001431,1,1E,3,305,Cluster 3,003500 3,003500,Precinct 37,38.9177620976,-77.0229483166,,2024/10/13 07:39:00+00,2024/10/13 08:00:00+00,618324878,
404579.282700002,137347.1976,24123536,2024/08/12 20:36:45+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,3500 - 3899 BLOCK OF JAY STREET NE,404579.282722203,137347.197628889,7,7D,6,601,Cluster 30,009602 2,009602,Precinct 100,38.9039688291,-76.9472062055,,2024/08/12 17:40:00+00,2024/08/12 18:40:00+00,618324896,
394964.329999998,140772.690000001,24055618,2024/04/14 01:20:11+00,EVENING,OTHERS,THEFT/OTHER,3319 - 3499 BLOCK OF CONNECTICUT AVENUE NW,394964.33,140772.69,3,3C,2,203,Cluster 15,001304 1,001304,Precinct 34,38.9348242806,-77.0580805327,,2024/04/14 00:00:00+00,2024/04/14 01:15:00+00,618324900,
398011.740000002,139902.140000001,24055873,2024/04/14 16:28:29+00,DAY,GUN,ASSAULT W/DANGEROUS WEAPON,2822 - 2899 BLOCK OF GEORGIA AVENUE NW,398011.74,139902.14,1,1E,3,306,Cluster 2,003400 4,003400,Precinct 37,38.9269942799,-77.022929722,,2024/04/14 13:45:00+00,2024/04/15 01:30:00+00,618324901,
397823.780000001,141376.73,24116937,2024/07/31 02:00:35+00,EVENING,OTHERS,THEFT/OTHER,4000 - 4099 BLOCK OF GEORGIA AVENUE NW,397823.78,141376.73,4,4C,4,404,Cluster 18,002503 1,002503,Precinct 47,38.940277387,-77.0251020575,,2024/07/31 01:06:00+00,2024/07/31 01:50:00+00,618324902,
400594.859999999,139371.550000001,24013988,2024/01/28 19:17:46+00,DAY,OTHERS,MOTOR VEHICLE THEFT,900 - 999 BLOCK OF RHODE ISLAND AVENUE NE,400594.86,139371.55,5,5C,5,505,Cluster 22,009102 4,009102,Precinct 72,38.9222166046,-76.9931402028,,2024/01/28 17:30:00+00,2024/01/28 18:30:00+00,618324907,
398008.009999998,136402.129999999,24014592,2024/01/29 21:53:28+00,EVENING,OTHERS,THEFT/OTHER,400 - 499 BLOCK OF 8TH STREET NW,398008.01,136402.13,2,2C,1,102,Cluster 8,005802 4,005802,Precinct 143,38.8954649922,-77.0229625853,DOWNTOWN,2024/01/29 19:00:00+00,2024/01/29 19:29:00+00,618325081,
400544.380000003,138310.640000001,24017409,2024/02/04 04:18:57+00,MIDNIGHT,OTHERS,THEFT/OTHER,400 - 1229 BLOCK OF NEW YORK AVENUE NE,400544.38,138310.64,5,5D,5,501,Cluster 23,008803 2,008803,Precinct 76,38.91265961,-76.9937231684,,2024/02/03 20:20:00+00,2024/02/03 22:21:00+00,618325082,
400541.770000003,137118.18,24059592,2024/04/21 13:57:11+00,DAY,OTHERS,THEFT F/AUTO,900 - 999 BLOCK OF 9TH STREET NE,400541.77,137118.18,6,6A,5,501,Cluster 25,008410 1,008410,Precinct 83,38.9019175187,-76.9937542031,,2024/04/20 20:00:00+00,2024/04/21 12:30:00+00,618342485,
400040.609999999,129046.472100001,18060158,2024/07/30 04:00:00+00,MIDNIGHT,GUN,HOMICIDE,400 - 599 BLOCK OF CHESAPEAKE STREET SE,400040.610045991,129046.472149186,8,8E,7,706,Cluster 39,009802 2,009802,Precinct 125,38.8292044165,-76.9995323037,,2018/04/15 16:07:00+00,2018/04/15 17:34:56+00,618348282,
400891.339699998,131932.534699999,22065374,2024/05/22 04:00:00+00,MIDNIGHT,GUN,HOMICIDE,2400 - 2699 BLOCK OF POMEROY ROAD SE,400891.33974278,131932.534679864,8,8B,7,703,Cluster 37,007406 2,007406,Precinct 118,38.8552029073,-76.9897309123,,2022/05/10 13:30:00+00,2022/05/10 14:15:00+00,618609344,
397162.060000002,140182.43,24091547,2024/06/16 12:52:53+00,DAY,OTHERS,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,397162.06,140182.43,1,1A,,,Cluster 2,002802 1,002802,Precinct 39,38.9295168861,-77.0327298633,,2024/06/16 12:14:00+00,2024/06/16 12:17:00+00,618622379,
397700.460000001,136611.23,24092131,2024/06/17 16:09:07+00,DAY,OTHERS,THEFT/OTHER,1000 - 1099 BLOCK OF F STREET NW,397700.46,136611.23,2,2C,2,209,Cluster 8,005802 5,005802,Precinct 129,38.8973478904,-77.0265085554,DOWNTOWN,2024/06/17 15:20:00+00,2024/06/17 15:22:00+00,618622380,
399283.189999998,134605.960000001,24092167,2024/06/17 17:10:51+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1 - 69 BLOCK OF I STREET SE,399283.19,134605.96,6,8F,1,106,Cluster 27,007202 3,007202,Precinct 131,38.8792863775,-77.0082611251,CAPITOL RIVERFRONT,2024/06/17 16:21:00+00,,618622381,
398706.090000004,142465.960000001,24092741,2024/06/21 15:43:27+00,DAY,OTHERS,THEFT/OTHER,200 - 299 BLOCK OF EMERSON STREET NW,398706.09,142465.96,4,4D,4,407,Cluster 18,002202 1,002202,Precinct 55,38.9500912211,-77.0149269258,,2024/06/17 16:34:00+00,2024/06/17 17:29:00+00,618622382,
400541.5,139301.399999999,24092757,2024/06/18 17:37:44+00,DAY,OTHERS,THEFT/OTHER,2300 - 2499 BLOCK OF WASHINGTON PLACE NE,400541.5,139301.4,5,5C,5,505,Cluster 22,009102 4,009102,Precinct 72,38.9215847053,-76.9937555941,,2024/06/18 17:00:00+00,2024/06/18 17:38:00+00,618622383,
397162.060000002,140182.43,24092888,2024/06/18 22:09:03+00,EVENING,OTHERS,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,397162.06,140182.43,1,1A,3,302,Cluster 2,002802 1,002802,Precinct 39,38.9295168861,-77.0327298633,,2024/06/18 20:31:00+00,2024/06/18 21:30:00+00,618622384,
401553.079999998,138614.52,24093150,2024/06/19 08:32:56+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1429 - 1599 BLOCK OF OKIE STREET NE,401553.08,138614.52,5,5D,5,506,Cluster 23,008803 1,008803,Precinct 76,38.9153958594,-76.9820919291,,2024/06/19 03:45:00+00,2024/06/19 07:10:00+00,618622385,
401579.990000002,132755.66,24093151,2024/06/19 09:35:59+00,MIDNIGHT,GUN,SEX ABUSE,GALEN STREET SE AND GREEN STREET SE,401579.99001542,132755.66002463,8,8A,7,701,Cluster 28,007504 1,007504,Precinct 114,38.8626170005,-76.9817951106,,2024/06/17 09:50:00+00,2024/06/17 10:10:00+00,618622386,
399058.280000001,137708.629999999,24023516,2024/02/15 00:30:13+00,EVENING,OTHERS,THEFT F/AUTO,1 - 99 BLOCK OF N STREET NW,399058.28,137708.63,5,5E,3,308,Cluster 21,004600 1,004600,Precinct 19,38.907236162,-77.0108574312,,2024/01/29 05:01:00+00,2024/02/15 00:30:00+00,618622631,
396612.950000003,138916.969999999,24023533,2024/02/15 01:09:02+00,EVENING,OTHERS,THEFT/OTHER,1700 - 1799 BLOCK OF V STREET NW,396612.95,138916.97,1,1B,3,301,Cluster 6,004201 2,004201,Precinct 24,38.9181152744,-77.0390564851,,2024/02/14 21:30:00+00,2024/02/14 22:54:00+00,618622632,
400478.380000003,132509.510000002,24023667,2024/02/15 08:31:43+00,MIDNIGHT,GUN,ROBBERY,2501 - 2599 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,400478.38,132509.51,8,8C,7,703,Cluster 37,007401 1,007401,Precinct 119,38.8604008672,-76.9944882028,ANACOSTIA,2024/02/15 06:35:00+00,2024/02/15 06:47:00+00,618622633,
405552.751000002,138070.779800002,24023736,2024/02/15 19:01:39+00,DAY,OTHERS,THEFT F/AUTO,1500 - 1599 BLOCK OF KENILWORTH AVENUE NE,405552.751011106,138070.77983756,7,7D,6,601,Cluster 29,009601 1,009601,Precinct 92,38.9104814964,-76.9359774032,,2024/02/13 12:00:00+00,2024/02/13 15:20:00+00,618622634,
402258.920000002,132857.68,24024323,2024/02/16 18:41:08+00,DAY,OTHERS,MOTOR VEHICLE THEFT,2300 - 2399 BLOCK OF GOOD HOPE ROAD SE,402258.92,132857.68,8,8A,6,607,Cluster 34,007605 3,007605,Precinct 112,38.8635345572,-76.9739720394,,2024/02/16 15:35:00+00,2024/02/16 17:02:00+00,618622635,
398907.030000001,128845.960000001,24024409,2024/02/17 05:00:00+00,MIDNIGHT,OTHERS,HOMICIDE,4300 - 4347 BLOCK OF MARTIN LUTHER KING JR AVENUE SW,398907.03,128845.96,8,8D,7,708,Cluster 44,009807 3,009807,Precinct 126,38.8273974315,-77.0125871582,,2024/02/16 18:23:00+00,2024/02/16 21:31:00+00,618622636,
